email_text,category,urgency
a bf d c ad beb ac f,request,medium
otherwise had part time job na tuition,spam,low
dfbf ba f b ba fa c,request,medium
a f f d bc d bb d d,request,medium
cbf cfe f a a f d af ede,request,medium
u so lousy run already come back then half dead hee,spam,low
i ll talk to the others and probably just come early tomorrow then,spam,low
a c d d c c a b ddb faac c,request,medium
acf eeb ddb c d a b fc ab,request,medium
db c ff efd fe bafb f c b cdaf,request,medium
freemsg fav xmas tones reply real,spam,low
best phone in budget,feedback,low
ed bf b a b c b cd c,request,medium
great hope you are using your connections from mode men also cos you can never know why old friends can lead you to today,spam,low
bab f aa ea f cdd,request,medium
de f b f bf cfe fa d,request,medium
arngd marriage is while u r walkin unfortuntly a snake bites u bt love marriage is dancing in frnt of d snake amp sayin bite me bite me,spam,low
d eb ec ffa cfd d,request,medium
gud mrng dear have a nice day,spam,low
big brother alert the computer has selected u for k cash or voucher call ntt po box cro bt landline cost ppm mobiles vary,spam,low
bcf fe fff d b,request,medium
a b b f b f d af,request,medium
win a year supply of cds a store of ur choice worth enter our weekly draw txt music to ts cs www ldew com subs win ppmx,spam,low
a f a cc f bd a cd fd,request,medium
fantastic,feedback,low
d e e b fc a e d d,request,medium
a a abc bd c c ad e f,request,medium
ok which your another number,spam,low
ef cdf c b f cc e dc,request,medium
f a c bfbc b,request,medium
a compact power pack device with great battery and a decent camera,feedback,low
dcdb c a bc b c d db ee,request,medium
very good product,feedback,low
okay good no problem and thanx,spam,low
d ab e ee affa eba f c,request,medium
ebb b e eb a d b b f,request,medium
b d bff c d cbb ba,request,medium
b f fecc a e cf b,request,medium
yetunde i m in class can you not run water on it to make it ok pls now,spam,low
aecc d fe f d ce e a fac,request,medium
a bb a f b ed c faab,request,medium
urgent please call from landline your abta complimentary tenerife holiday or cash await collection sae t cs box cw wx ppm,spam,low
well i m gonna finish my bath now have a good fine night,spam,low
ea e b c e f c cf,request,medium
c caa b d f bc c f ee b f,request,medium
its a valentine game send dis msg to all ur friends if answers r d same then someone really loves u ques which colour suits me the best,spam,low
a d c a b cb e d,request,medium
his bday real is in april,spam,low
e c fcfe a,request,medium
at home by the way,spam,low
f add e fd a bd db ab c cb,request,medium
i am not at all happy with what you saying or doing,spam,low
d b c a c b f a dd,request,medium
yeah go on then bored and depressed sittin waitin for phone to ring hope the wind drops though scary,spam,low
cb e ccf f e a c bbaf,request,medium
kate jackson rec center before ish right,spam,low
ok thanx gd nite too,spam,low
bb dd b c c f bcf a cd,request,medium
e c a c ed a d aab,request,medium
da b b c a a fafff cb,request,medium
ec df a c a b bf d facd,request,medium
c c d f d b ab d e d a,request,medium
oh ok i didnt know what you meant yep i am baby jontin,spam,low
de c ecc ad a f eb ad,request,medium
c f c e ce b c,request,medium
c f d c e bfc b f c dfa faf,request,medium
if u dun drive then how i go sch,spam,low
are you free now can i call now,spam,low
dunno i juz askin cos i got a card got off a salon called hair sense so i tot it s da one cut ur hair,spam,low
c d a b a d e c,request,medium
d ade fc deb d b,request,medium
no da he is stupid da always sending like this don believe any of those message pandy is a mental,spam,low
well done your costa del sol holiday or await collection call now toclaim sae tcs pobox stockport sk xh cost pm max mins,spam,low
am only searching for good dual sim mobile pa,spam,low
my uncles in atlanta wish you guys a great semester,spam,low
e b c ac c e e be,request,medium
fe e aaa d a e a b,request,medium
de f e b a f b a a df ce a,request,medium
c b e bcaa cd a b d,request,medium
fantasy football is back on your tv go to sky gamestar on sky active and play k dream team scoring starts on saturday so register now sky opt out to,spam,low
b bc fc e a f,request,medium
a b f b ac a a d ec f,request,medium
fc e a ab b edf f f,request,medium
fb d d b b,request,medium
you are awarded a sipix digital camera call from landline delivery within days t cs box m bp yr warranty ppm p p,spam,low
shhhhh nobody is supposed to know,spam,low
a b bd f bf,request,medium
e f a b abe b a c f bd,request,medium
sorry sent blank msg again yup but trying do some serious studying now,spam,low
value for money,feedback,low
yeah imma come over cause jay wants to do some drugs,spam,low
c a d cf b b eb cb ac,request,medium
there generally isn t one it s an uncountable noun u in the dictionary pieces of research,spam,low
c b f b bfaf,request,medium
e f a b a ac d c eb,request,medium
fed db d b a b cfd c,request,medium
boooo you always work just quit,spam,low
shall i bring us a bottle of wine to keep us amused only joking i ll bring one anyway,spam,low
b b c d e cc bd b,request,medium
d d a fe ac fa,request,medium
ho ho big belly laugh see ya tomo,spam,low
ae fc aa b e f f ac b,request,medium
ok not much to do here though h m friday cant wait dunno wot the hell im gonna do for another weeks become a slob oh wait already done that,spam,low
take care n get well soon,spam,low
c e ec a ff a f bd,request,medium
f b ec c e ad aadd d,request,medium
adb bc f fa cd e e,request,medium
d fe db f e e d cd feea,request,medium
fabe b a ce a ae f c,request,medium
thanx sending me home,spam,low
a dbc b b c c efeba,request,medium
ed f f af,request,medium
eb f ab a c e e b,request,medium
wah lucky man then can save money hee,spam,low
ok c ya,spam,low
ee bf ef b c ae d b,request,medium
e ff f aa ab dc d ae c,request,medium
e cae c db d c b fa c,request,medium
f c f c b b da,request,medium
he remains a bro amongst bros,spam,low
found it enc lt gt where you at,spam,low
thanks for this hope you had a good day today,spam,low
finish already yar they keep saying i mushy i so embarrassed ok,spam,low
f ddc a ee b e c bee,request,medium
b fde d b a aa d cde,request,medium
i m meeting darren,spam,low
lyricalladie f is inviting you to be her friend reply yes or no see her www sms ac u hmmross stop send stop frnd to,spam,low
rock yr chik get s of filthy films xxx pics on yr phone now rply filth to saristar ltd e yt p per days stop cancel,spam,low
hope you are having a great day,spam,low
b c b a e c d fc d e,request,medium
a c a cf a cbed,request,medium
yes here tv is always available in work place,spam,low
b bbbc e be efeead f c d,request,medium
ba b ff d bf ad add b a d b d,request,medium
hi wlcome back did wonder if you got eaten by a lion or something nothing much,spam,low
abbfba a ab b deec,request,medium
great so should i send you my account number,spam,low
a d d a fceec,request,medium
good phone,feedback,low
horrible bf i now v hungry,spam,low
e bb e b f df b b c a e a,request,medium
probably want to pick up more,spam,low
i m at work please call,spam,low
a d f afbf d,request,medium
d be de c e bb e ad b cd,request,medium
did he say how fantastic i am by any chance or anything need a bigger life lift as losing the will live do you think i would be the first person die from n v q,spam,low
k then any other special,spam,low
also remember the beads don t come off ever,spam,low
ab d ea af dc c c f a,request,medium
b b e ceb a c fabade c,request,medium
c d e bed f acbe b e,request,medium
d f eb ec a e c b,request,medium
ok but i finish at,spam,low
oh ok,spam,low
kay since we are out already,spam,low
d a d a ba e c cb,request,medium
i couldn t say no as he is a dying man and i feel sad for him so i will go and i just wanted you to know i would probably be gone late into your night,spam,low
ok ur typical reply,spam,low
ecd d e fc f b aa cb d,request,medium
tmrw im finishing doors,spam,low
thanks to amazon,feedback,low
nice product in cheap price,feedback,low
e a e da a e c b,request,medium
c a fa a adfe db,request,medium
nice,feedback,low
hi baby im sat on the bloody bus at the mo and i wont be home until about wanna do somethin later call me later ortxt back jess xx,spam,low
love it i want to flood that pretty pussy with cum,spam,low
abab f a a d c f,request,medium
when are you guys leaving,spam,low
e e b e f a f a d a,request,medium
e ef b b a f d c c e,request,medium
great new offer double mins double txt on best orange tariffs and get latest camera phones free call mobileupd free on now or stoptxt t cs,spam,low
living is very simple loving is also simple laughing is too simple winning is tooo simple but being simple is very difficult gud nte,spam,low
it s that time of the week again ryan,spam,low
haha but no money leh later got to go for tuition haha and looking for empty slots for driving lessons,spam,low
ok then i come n pick u at engin,spam,low
sorry that was my uncle i ll keep in touch,spam,low
b c c f ba f a a bf,request,medium
just getting back home,spam,low
fa fb b b b bd f f cf,request,medium
a b d a c c b e d ac,request,medium
dunno lei shd b driving lor cos i go sch hr oni,spam,low
sms ac jsco energy is high but u may not know where channel it day ur leadership skills r strong psychic reply ans w question end reply end jsco,spam,low
ec f c ae b a bb c a e,request,medium
so your telling me i coulda been your real valentine and i wasn t u never pick me for nothing,spam,low
cbea b c b ed e c,request,medium
b e a fc b b d,request,medium
ef e ff f cc b a ec e,request,medium
a e e dc c b f a a,request,medium
i agree so i can stop thinkin about ipad can you please ask macho the same question,spam,low
hey why dont we just go watch x men and have lunch haha,spam,low
fbb c bbb fe bf d bd b,request,medium
he will you guys close,spam,low
c e c b b b f f ddef e a,request,medium
f b e c f ad ad,request,medium
a f de c ba ad d e,request,medium
fc b c bd a d b fae a,request,medium
babe i need your advice,spam,low
c ebb c f c a abc f ef,request,medium
i wont get concentration dear you know you are my mind and everything,spam,low
a b e a cb bab e,request,medium
b d dca fb ab f c af,request,medium
a c e d b a ac da ca b a,request,medium
de be f c b e b a baeeeb,request,medium
it wont b until as trying sort house out is that ok,spam,low
ab f db e f d,request,medium
db f f a c b eb df f,request,medium
we tried to contact you re our offer of new video phone anytime any network mins half price rental camcorder call or reply for delivery wed,spam,low
